customer_id,signup_date,churn_month,monthly_charges,total_charges,payment_type_id,payment_type,contract_type_id,contract_type,gender,senior_citizen,partner,dependents,paperless_billing,phone_service,multiple_lines,internet_service_type_id,internet_service_type,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
8749-TZYEC,"2016-01-21 18:07:34",NULL,24.8,1874.3,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8752-GHJFU,"2016-02-21 18:07:34",NULL,92,6585.2,1,"Electronic check",2,"One year",Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,No,No
8755-OGKNA,"2017-04-21 18:07:34",NULL,19.5,1167.6,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8756-RDDLT,"2016-05-21 18:07:34",NULL,44.95,3085.35,1,"Electronic check",1,Month-to-month,Female,0,No,No,No,No,"No phone service",1,DSL,No,Yes,No,Yes,No,Yes
8757-TFHHJ,"2021-12-21 18:07:34",NULL,49.8,49.8,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,Yes,No,No,No,No,No
8766-PAFNE,"2016-02-21 18:07:34",NULL,79.1,5564.85,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,No,Yes,Yes,No,1,DSL,No,Yes,Yes,Yes,Yes,Yes
8769-KKTPH,"2016-10-21 18:07:34",NULL,99.65,6311.2,4,"Credit card (automatic)",2,"One year",Female,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",Yes,No,No,No,Yes,Yes
8773-HHUOZ,"2020-08-21 18:07:34",2022-01-31,64.7,1093.1,2,"Mailed check",1,Month-to-month,Female,0,No,Yes,Yes,Yes,No,1,DSL,No,No,No,No,Yes,Yes
8774-GSBUN,"2016-01-21 18:07:34",NULL,25.4,1797.1,2,"Mailed check",3,"Two year",Male,0,Yes,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8775-CEBBJ,"2021-04-21 18:07:34",2022-01-31,44.2,403.35,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,No
8777-MBMTS,"2016-08-21 18:07:34",NULL,105.85,6725.5,4,"Credit card (automatic)",3,"Two year",Female,1,Yes,No,Yes,Yes,No,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
8777-PVYGU,"2017-09-21 18:07:34",NULL,64.3,3410.6,2,"Mailed check",2,"One year",Female,0,Yes,No,Yes,Yes,No,1,DSL,Yes,No,Yes,No,Yes,No
8778-LMWTJ,"2021-04-21 18:07:34",NULL,74.85,708.2,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",Yes,No,No,No,No,No
8779-YIQQA,"2020-04-21 18:07:34",NULL,19.8,350.1,2,"Mailed check",2,"One year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8780-IHCRN,"2016-10-21 18:07:34",NULL,24.65,1574.5,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8780-RSYYU,"2019-12-21 18:07:34",NULL,19.2,532.1,4,"Credit card (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8784-CGILN,"2020-07-21 18:07:34",2022-01-31,99.85,1776.95,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,Yes,Yes,Yes
8785-CJSHH,"2017-01-21 18:07:34",NULL,99.8,5985.75,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,No,Yes,Yes
8785-EPNCG,"2021-02-21 18:07:34",2022-01-31,23.15,245.2,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8788-DOXSU,"2017-02-21 18:07:34",NULL,61.35,3645.5,3,"Bank transfer (automatic)",2,"One year",Male,0,No,No,Yes,Yes,No,1,DSL,No,No,Yes,No,No,Yes
8791-GFXLZ,"2021-01-21 18:07:34",NULL,49.05,593.05,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,Yes,No,No,No,No
8799-OXZMD,"2019-09-21 18:07:34",NULL,29.75,790.7,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,No,"No phone service",1,DSL,No,No,Yes,No,No,No
8800-JOOCF,"2021-01-21 18:07:34",NULL,84.05,966.55,1,"Electronic check",1,Month-to-month,Female,0,No,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,No
8800-ZKRFW,"2019-07-21 18:07:34",NULL,107.5,3242.5,1,"Electronic check",1,Month-to-month,Female,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
8802-UNOJF,"2021-01-21 18:07:34",2022-01-31,83.8,1029.75,2,"Mailed check",1,Month-to-month,Male,1,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,Yes,Yes,No,No
8806-EAGWC,"2021-10-21 18:07:34",2022-01-31,55.15,159.15,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,1,DSL,No,No,No,No,Yes,No
8807-ARQET,"2018-08-21 18:07:34",NULL,40.35,1677.85,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,No,"No phone service",1,DSL,No,Yes,No,No,No,Yes
8807-OPMBM,"2017-06-21 18:07:34",NULL,25.65,1388,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,Yes,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8809-RIHDD,"2016-01-21 18:07:34",2022-01-31,103.4,7372.65,1,"Electronic check",3,"Two year",Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
8809-XKHMD,"2016-01-21 18:07:34",NULL,100.55,7325.1,3,"Bank transfer (automatic)",3,"Two year",Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,Yes,No,Yes
8812-ZRHFP,"2019-07-21 18:07:34",NULL,86.45,2538.05,1,"Electronic check",2,"One year",Female,0,Yes,Yes,No,Yes,No,2,"Fiber optic",No,No,Yes,No,No,Yes
8815-LMFLX,"2019-12-21 18:07:34",NULL,25.4,546.85,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8816-VXNZD,"2021-12-21 18:07:34",2022-01-31,75.1,75.1,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,No
8818-DOPVL,"2018-03-21 18:07:34",NULL,104.45,4863.85,1,"Electronic check",1,Month-to-month,Female,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
8819-IMISP,"2019-06-21 18:07:34",NULL,80.45,2429.1,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,No,No,No
8819-WFGGJ,"2016-05-21 18:07:34",NULL,54.1,3794.5,3,"Bank transfer (automatic)",3,"Two year",Male,0,Yes,No,Yes,No,"No phone service",1,DSL,Yes,No,Yes,No,Yes,Yes
8819-ZBYNA,"2017-03-21 18:07:34",NULL,109.1,6393.65,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes
8835-VSDSE,"2021-11-21 18:07:34",2022-01-31,70.7,141.45,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,No
8840-DQLGN,"2019-02-21 18:07:34",2022-01-31,100.5,3653.35,3,"Bank transfer (automatic)",1,Month-to-month,Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,Yes,Yes,No
8844-TONUD,"2020-12-21 18:07:34",2022-01-31,96.65,1162.85,2,"Mailed check",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",No,No,Yes,No,Yes,Yes
8845-LWKGE,"2019-07-21 18:07:34",NULL,64.5,1985.15,1,"Electronic check",2,"One year",Female,0,Yes,Yes,Yes,Yes,No,1,DSL,No,No,Yes,Yes,Yes,No
8847-GEOOQ,"2017-01-21 18:07:34",NULL,60.2,3582.4,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,Yes,No,Yes,No,"No phone service",1,DSL,No,Yes,Yes,Yes,Yes,Yes
8849-AYPTR,"2019-04-21 18:07:34",NULL,91.25,2964.05,1,"Electronic check",1,Month-to-month,Male,0,Yes,No,No,Yes,No,2,"Fiber optic",No,No,No,No,Yes,Yes
8859-AXJZP,"2018-10-21 18:07:34",NULL,23.8,903.8,2,"Mailed check",3,"Two year",Male,0,Yes,Yes,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8859-DZTGQ,"2019-04-21 18:07:34",NULL,20.35,689.75,2,"Mailed check",3,"Two year",Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8859-YSTWS,"2018-01-21 18:07:34",NULL,19.95,1004.5,3,"Bank transfer (automatic)",2,"One year",Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8868-GAGIO,"2018-04-21 18:07:34",NULL,84.55,3713.95,2,"Mailed check",1,Month-to-month,Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,Yes,No,No,No
8868-WOZGU,"2019-09-21 18:07:34",2022-01-31,105.7,2979.5,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
8869-TORSS,"2018-01-21 18:07:34",2022-01-31,60.35,2896.4,4,"Credit card (automatic)",2,"One year",Female,0,No,No,Yes,Yes,No,1,DSL,Yes,No,Yes,Yes,No,No
8871-JLMHM,"2016-05-21 18:07:34",NULL,90.2,6297.65,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,No,No,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,No,No
8874-EJNSR,"2018-10-21 18:07:34",NULL,25.2,987.95,2,"Mailed check",3,"Two year",Male,0,Yes,Yes,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8875-AKBYH,"2020-05-21 18:07:34",NULL,84.35,1745.2,1,"Electronic check",1,Month-to-month,Male,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,No
8878-RYUKI,"2017-09-21 18:07:34",NULL,59.45,3043.7,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,1,DSL,No,No,Yes,No,No,Yes
8879-XUAHX,"2016-02-21 18:07:34",NULL,116.25,8564.75,1,"Electronic check",3,"Two year",Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes
8882-TLVRW,"2016-04-21 18:07:34",NULL,39.1,2779.5,2,"Mailed check",3,"Two year",Male,0,Yes,Yes,No,No,"No phone service",1,DSL,Yes,No,Yes,Yes,No,No
8883-ANODQ,"2016-05-21 18:07:34",NULL,84.4,5746.75,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,No,No
8884-MRNSU,"2020-08-21 18:07:34",NULL,19.9,329.75,3,"Bank transfer (automatic)",2,"One year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8887-IPQNC,"2021-06-21 18:07:34",NULL,44.25,313.45,2,"Mailed check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,No,1,DSL,No,No,No,No,No,No
8901-HJXTF,"2021-01-21 18:07:34",2022-01-31,29.2,309.1,2,"Mailed check",1,Month-to-month,Female,0,Yes,Yes,No,No,"No phone service",1,DSL,No,Yes,No,No,No,No
8903-XEBGX,"2021-11-21 18:07:34",NULL,55.3,108.65,1,"Electronic check",1,Month-to-month,Male,0,No,Yes,Yes,Yes,No,1,DSL,No,No,No,No,No,Yes
8905-IAZPF,"2016-04-21 18:07:34",NULL,95.65,6744.2,4,"Credit card (automatic)",2,"One year",Female,0,Yes,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,Yes,Yes
8908-NMQTX,"2016-01-21 18:07:34",NULL,65.6,4566.5,3,"Bank transfer (automatic)",3,"Two year",Male,0,No,No,Yes,No,"No phone service",1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8908-SLFCJ,"2020-04-21 18:07:34",NULL,20.85,435.25,4,"Credit card (automatic)",3,"Two year",Female,0,No,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8909-BOLNL,"2021-10-21 18:07:34",NULL,21.2,52.05,2,"Mailed check",2,"One year",Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8910-ICHIU,"2018-03-21 18:07:34",NULL,95.65,4664.2,4,"Credit card (automatic)",2,"One year",Female,0,No,No,Yes,Yes,No,2,"Fiber optic",Yes,Yes,Yes,No,Yes,No
8914-RBTSB,"2019-06-21 18:07:34",2022-01-31,93.8,3019.5,1,"Electronic check",1,Month-to-month,Male,0,Yes,No,No,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,No
8915-NNTRC,"2016-01-21 18:07:34",NULL,107.7,7919.8,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes
8920-NAVAY,"2016-11-21 18:07:34",NULL,110.75,7053.35,3,"Bank transfer (automatic)",2,"One year",Male,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
8922-NPKBJ,"2018-07-21 18:07:34",NULL,19.35,867.3,2,"Mailed check",3,"Two year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8929-KSWIH,"2019-12-21 18:07:34",NULL,99.3,2513.5,3,"Bank transfer (automatic)",3,"Two year",Male,0,No,No,No,Yes,No,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
8931-GJJIQ,"2021-04-21 18:07:34",2022-01-31,83.3,803.3,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,Yes
8937-RDTHP,"2021-12-21 18:07:34",2022-01-31,84.6,84.6,2,"Mailed check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",Yes,No,No,No,No,Yes
8942-DBMHZ,"2021-01-21 18:07:34",NULL,20.45,255.35,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8943-URTMR,"2021-11-21 18:07:34",2022-01-31,79.65,152.7,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
8944-AILEF,"2020-10-21 18:07:34",NULL,19.45,340.85,4,"Credit card (automatic)",1,Month-to-month,Male,0,Yes,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8945-MUQUF,"2017-10-21 18:07:34",2022-01-31,94.8,4837.6,1,"Electronic check",2,"One year",Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,No,Yes,No
8957-THMOA,"2017-11-21 18:07:34",NULL,20.15,970.85,4,"Credit card (automatic)",3,"Two year",Female,0,No,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8958-JPTRR,"2017-05-21 18:07:34",NULL,24.3,1261.7,1,"Electronic check",2,"One year",Female,0,Yes,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8961-QDZZJ,"2017-04-21 18:07:34",NULL,95,5535.8,1,"Electronic check",2,"One year",Female,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,Yes,Yes
8963-MQVYN,"2020-03-21 18:07:34",NULL,20.55,469.85,1,"Electronic check",1,Month-to-month,Female,0,No,Yes,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8966-KZXXA,"2019-01-21 18:07:34",NULL,25.1,930.95,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8972-HJWNV,"2021-06-21 18:07:34",2022-01-31,84.55,646.85,1,"Electronic check",1,Month-to-month,Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,Yes
8979-CAMGB,"2016-09-21 18:07:34",NULL,102.1,6688.1,1,"Electronic check",2,"One year",Male,1,No,No,No,Yes,Yes,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
8984-EYLLL,"2016-09-21 18:07:34",NULL,105.25,6823.4,1,"Electronic check",3,"Two year",Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,Yes,Yes,Yes
8985-OOPOS,"2021-12-21 18:07:34",NULL,74.1,74.1,4,"Credit card (automatic)",2,"One year",Female,0,No,No,No,Yes,No,1,DSL,No,No,Yes,Yes,Yes,Yes
8988-ECPJR,"2019-03-21 18:07:34",2022-01-31,79.6,2718.3,2,"Mailed check",1,Month-to-month,Female,1,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,No,No,No
8992-JQYUN,"2021-12-21 18:07:34",2022-01-31,50.35,50.35,1,"Electronic check",1,Month-to-month,Male,0,Yes,No,Yes,No,"No phone service",1,DSL,No,No,Yes,No,Yes,Yes
8992-OBVDG,"2020-04-21 18:07:34",NULL,61.65,1393.6,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,1,DSL,No,No,Yes,No,No,Yes
8993-PHFWD,"2021-10-21 18:07:34",2022-01-31,25.25,58.9,1,"Electronic check",1,Month-to-month,Female,0,No,No,No,No,"No phone service",1,DSL,No,No,No,No,No,No
8996-ZROXE,"2017-04-21 18:07:34",NULL,53.5,3035.8,1,"Electronic check",2,"One year",Male,1,No,No,Yes,Yes,No,1,DSL,No,No,Yes,Yes,No,No
8999-BOHSE,"2021-02-21 18:07:34",2022-01-31,89.7,1047.7,3,"Bank transfer (automatic)",1,Month-to-month,Female,1,No,No,No,Yes,No,2,"Fiber optic",No,No,No,No,Yes,Yes
8999-EXMNO,"2020-06-21 18:07:34",NULL,20.15,387.7,2,"Mailed check",3,"Two year",Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9000-PLFUZ,"2017-01-21 18:07:34",NULL,49.45,2907.55,4,"Credit card (automatic)",3,"Two year",Female,1,Yes,No,Yes,No,"No phone service",1,DSL,No,Yes,No,No,Yes,Yes
9003-CPATH,"2018-07-21 18:07:34",NULL,79.9,3313.4,1,"Electronic check",1,Month-to-month,Male,0,No,No,No,Yes,Yes,2,"Fiber optic",No,No,Yes,No,No,No
9018-PCIOK,"2017-06-21 18:07:34",NULL,64.75,3617.1,2,"Mailed check",3,"Two year",Female,0,No,No,Yes,Yes,No,1,DSL,No,Yes,Yes,No,No,Yes
9019-QVLZD,"2021-12-21 18:07:34",2022-01-31,79.55,79.55,1,"Electronic check",1,Month-to-month,Female,0,No,No,No,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
9025-ZRPVR,"2021-04-21 18:07:34",2022-01-31,18.95,185.6,2,"Mailed check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9026-LHEVG,"2021-04-21 18:07:34",NULL,40.75,359.4,1,"Electronic check",1,Month-to-month,Female,0,No,No,No,No,"No phone service",1,DSL,No,Yes,No,No,No,Yes
9028-LIHRP,"2016-02-21 18:07:34",NULL,100.2,7209,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,No,2,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No
9031-ZVQPT,"2016-01-21 18:07:34",NULL,108.2,7840.6,1,"Electronic check",3,"Two year",Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
9039-RBEEE,"2018-10-21 18:07:34",2022-01-31,48.95,1880.85,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,No,Yes,No,"No phone service",1,DSL,Yes,Yes,No,Yes,Yes,No
9040-KZVWO,"2019-11-21 18:07:34",NULL,75.5,2018.1,3,"Bank transfer (automatic)",2,"One year",Male,0,No,No,No,Yes,No,2,"Fiber optic",No,Yes,No,No,No,No
9046-JBFWA,"2019-10-21 18:07:34",NULL,19.15,537.35,2,"Mailed check",1,Month-to-month,Male,0,No,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9048-JVYVF,"2021-10-21 18:07:34",2022-01-31,69.35,191.35,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,No,No,Yes,Yes,Yes
9050-IKDZA,"2021-11-21 18:07:34",NULL,81.5,162.55,2,"Mailed check",1,Month-to-month,Female,1,No,No,No,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
9050-QLROH,"2020-07-21 18:07:34",2022-01-31,90.7,1597.25,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,No,Yes
9053-JZFKV,"2016-06-21 18:07:34",2022-01-31,116.2,7752.3,4,"Credit card (automatic)",3,"Two year",Male,0,No,No,No,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes
9054-FOWNV,"2020-03-21 18:07:34",NULL,88.75,1885.15,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,No
9055-MOJJJ,"2016-09-21 18:07:34",NULL,65.8,4068,2,"Mailed check",2,"One year",Female,0,Yes,Yes,No,Yes,No,1,DSL,Yes,No,No,Yes,Yes,No
9057-MSWCO,"2019-10-21 18:07:34",2022-01-31,30.75,805.1,4,"Credit card (automatic)",1,Month-to-month,Male,1,Yes,No,No,No,"No phone service",1,DSL,Yes,No,No,No,No,No
9058-MJLZC,"2020-01-21 18:07:34",NULL,94.6,2283.15,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",Yes,No,No,No,Yes,Yes
9065-ZCPQX,"2016-01-21 18:07:34",NULL,78.85,5763.15,3,"Bank transfer (automatic)",3,"Two year",Male,0,Yes,No,No,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,No,Yes
9067-SQTNS,"2018-05-21 18:07:34",NULL,20.6,926,3,"Bank transfer (automatic)",2,"One year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9067-YGSCA,"2016-03-21 18:07:34",NULL,26.05,1856.4,4,"Credit card (automatic)",2,"One year",Female,0,No,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9068-VPWQQ,"2016-12-21 18:07:34",NULL,75.35,4729.3,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,No,No,Yes,Yes,1,DSL,Yes,No,Yes,Yes,No,Yes
9070-BCKQP,"2016-01-21 18:07:34",NULL,110.15,7881.2,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes
9073-ZZIAY,"2016-11-21 18:07:34",NULL,86.1,5215.25,1,"Electronic check",3,"Two year",Male,0,Yes,Yes,No,Yes,No,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9076-AXYIK,"2016-09-21 18:07:34",NULL,102.1,6538.45,1,"Electronic check",3,"Two year",Male,1,Yes,No,No,Yes,Yes,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
9081-WWXKP,"2018-02-21 18:07:34",NULL,20.25,873.4,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9084-OAYKL,"2017-03-21 18:07:34",NULL,20.8,1212.25,2,"Mailed check",3,"Two year",Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9087-EYCPR,"2017-01-21 18:07:34",NULL,25,1505.05,2,"Mailed check",3,"Two year",Female,0,No,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9090-SGQXL,"2016-05-21 18:07:34",2022-01-31,105.3,7299.65,1,"Electronic check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
9091-WTUUY,"2016-09-21 18:07:34",NULL,69.25,4447.75,2,"Mailed check",3,"Two year",Male,0,Yes,Yes,No,Yes,No,1,DSL,Yes,No,Yes,Yes,Yes,No
9092-GDZKO,"2020-03-21 18:07:34",NULL,24.85,493.4,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9095-HFAFX,"2021-08-21 18:07:34",2022-01-31,81,389.6,4,"Credit card (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
9099-FTUHS,"2020-02-21 18:07:34",NULL,54.4,1249.25,1,"Electronic check",1,Month-to-month,Female,0,No,No,No,Yes,Yes,1,DSL,Yes,No,No,No,No,No
9102-IAYHT,"2020-08-21 18:07:34",2022-01-31,85.45,1451.6,1,"Electronic check",1,Month-to-month,Female,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,Yes
9102-OXKFY,"2017-02-21 18:07:34",NULL,54.15,3116.15,4,"Credit card (automatic)",3,"Two year",Male,0,No,No,No,Yes,Yes,1,DSL,No,No,Yes,No,No,No
9103-TCIHJ,"2020-10-21 18:07:34",2022-01-31,55.7,899.8,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,1,DSL,Yes,No,No,No,No,No
9112-WSNPU,"2019-02-21 18:07:34",NULL,70.55,2419,1,"Electronic check",1,Month-to-month,Female,1,No,No,No,Yes,No,2,"Fiber optic",No,No,No,No,No,No
9114-AAFQH,"2018-01-21 18:07:34",NULL,65.65,3094.65,1,"Electronic check",2,"One year",Female,0,Yes,No,Yes,Yes,No,1,DSL,No,Yes,Yes,No,No,Yes
9114-DPSIA,"2016-01-21 18:07:34",NULL,81,5750,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,No,Yes
9114-VEPUF,"2016-11-21 18:07:34",NULL,96.1,6001.45,1,"Electronic check",2,"One year",Male,0,Yes,No,No,Yes,Yes,2,"Fiber optic",Yes,Yes,No,No,No,Yes
